4.7899, 0.0106, 4.7753, 0.0179
4.7156, 0.0227, 4.5227, 0.0609
4.3381, 0.0775, 3.7498, 0.1747
3.6927, 0.1697, 2.9932, 0.2700
3.0459, 0.2572, 2.7768, 0.3010
2.6424, 0.3323, 2.5324, 0.3567
2.3889, 0.3854, 2.5534, 0.3508
2.2122, 0.4176, 2.4252, 0.3822
2.0775, 0.4494, 2.4965, 0.3752
1.9631, 0.4747, 2.4554, 0.3924
1.8450, 0.5007, 2.4414, 0.3934
1.7611, 0.5204, 2.3389, 0.4109
1.6784, 0.5451, 2.4922, 0.3874
1.5880, 0.5612, 2.3710, 0.4175
1.5209, 0.5786, 2.3931, 0.4140
1.4565, 0.5887, 2.4388, 0.4184
1.4006, 0.6043, 2.3954, 0.4225
1.3284, 0.6239, 2.4728, 0.4080
1.2654, 0.6359, 2.4208, 0.4325
1.2125, 0.6530, 2.5085, 0.4146
