4.8209, 0.0097, 4.7728, 0.0141
4.7864, 0.0092, 4.7643, 0.0187
4.7719, 0.0132, 4.7514, 0.0245
4.7529, 0.0176, 4.7223, 0.0289
4.7239, 0.0217, 4.6702, 0.0376
4.6781, 0.0251, 4.5843, 0.0515
4.6019, 0.0392, 4.4664, 0.0710
4.4976, 0.0551, 4.3259, 0.0929
4.3831, 0.0710, 4.1786, 0.1184
4.2624, 0.0896, 4.0220, 0.1390
4.1238, 0.1098, 3.8799, 0.1577
3.9773, 0.1299, 3.7161, 0.1884
3.8417, 0.1522, 3.5662, 0.2071
3.6825, 0.1749, 3.4038, 0.2291
3.5343, 0.1943, 3.2382, 0.2530
3.3663, 0.2213, 3.1078, 0.2622
3.2111, 0.2398, 3.0039, 0.2761
3.0945, 0.2559, 2.9114, 0.2910
2.9711, 0.2814, 2.8372, 0.3010
2.8725, 0.2976, 2.7736, 0.3185
2.7873, 0.3110, 2.7242, 0.3195
2.7142, 0.3228, 2.6752, 0.3284
2.6514, 0.3341, 2.6324, 0.3357
2.5706, 0.3467, 2.5953, 0.3417
2.5252, 0.3577, 2.5736, 0.3484
2.4780, 0.3675, 2.5605, 0.3511
2.4130, 0.3813, 2.5472, 0.3554
2.3776, 0.3831, 2.5362, 0.3538
2.3392, 0.3903, 2.5124, 0.3594
2.3064, 0.3983, 2.4642, 0.3691
2.2730, 0.4080, 2.4874, 0.3637
2.2156, 0.4226, 2.4737, 0.3664
2.1909, 0.4307, 2.4285, 0.3760
2.1724, 0.4286, 2.4683, 0.3745
2.1334, 0.4380, 2.4349, 0.3812
2.1207, 0.4409, 2.3874, 0.3860
2.0780, 0.4525, 2.4100, 0.3872
2.0383, 0.4548, 2.3843, 0.3961
2.0207, 0.4616, 2.3696, 0.3943
2.0026, 0.4653, 2.3740, 0.3934
1.9835, 0.4700, 2.3737, 0.3907
1.9561, 0.4741, 2.3656, 0.3955
1.9283, 0.4843, 2.3778, 0.3938
1.9096, 0.4839, 2.3749, 0.3941
1.8879, 0.4916, 2.3647, 0.4003
1.8675, 0.4963, 2.3372, 0.4051
1.8440, 0.5019, 2.3174, 0.4152
1.8160, 0.5028, 2.3340, 0.4107
1.7865, 0.5157, 2.3419, 0.4121
1.7727, 0.5193, 2.3343, 0.4117
1.7550, 0.5217, 2.3303, 0.4132
1.7373, 0.5230, 2.3534, 0.4082
1.7642, 0.5208, 2.3402, 0.4155
1.7240, 0.5325, 2.3054, 0.4196
1.6880, 0.5382, 2.3327, 0.4161
1.6857, 0.5352, 2.3451, 0.4125
1.6625, 0.5415, 2.3570, 0.4148
1.6671, 0.5445, 2.3207, 0.4165
1.6436, 0.5440, 2.3437, 0.4167
1.6074, 0.5587, 2.3233, 0.4233
1.5956, 0.5603, 2.3331, 0.4204
1.5875, 0.5591, 2.3307, 0.4206
1.5760, 0.5627, 2.3126, 0.4248
1.5602, 0.5665, 2.3343, 0.4171
1.5420, 0.5715, 2.3256, 0.4213
1.5343, 0.5723, 2.3393, 0.4211
1.5259, 0.5719, 2.3434, 0.4192
1.5026, 0.5797, 2.3133, 0.4275
1.4985, 0.5763, 2.3400, 0.4221
1.4673, 0.5930, 2.3421, 0.4260
1.4495, 0.5908, 2.3378, 0.4244
1.4482, 0.5880, 2.3264, 0.4267
1.4490, 0.5905, 2.3354, 0.4233
1.4266, 0.5990, 2.3126, 0.4288
1.4218, 0.5972, 2.3472, 0.4261
1.4098, 0.5998, 2.3120, 0.4329
1.3977, 0.6047, 2.3230, 0.4310
1.3861, 0.6075, 2.3400, 0.4296
1.3711, 0.6093, 2.3533, 0.4279
1.3575, 0.6125, 2.3594, 0.4261
1.3234, 0.6210, 2.3674, 0.4315
1.3290, 0.6212, 2.3791, 0.4265
1.3113, 0.6271, 2.3589, 0.4306
1.3130, 0.6316, 2.3410, 0.4323
1.2859, 0.6332, 2.3516, 0.4306
1.2837, 0.6357, 2.3574, 0.4288
1.2762, 0.6336, 2.3765, 0.4283
1.2619, 0.6358, 2.3860, 0.4256
1.2588, 0.6358, 2.4016, 0.4236
1.2417, 0.6421, 2.4023, 0.4294
1.2279, 0.6426, 2.3768, 0.4312
1.2350, 0.6498, 2.3857, 0.4317
1.2099, 0.6488, 2.4051, 0.4290
1.2030, 0.6539, 2.4051, 0.4292
1.1993, 0.6558, 2.3811, 0.4327
1.1909, 0.6550, 2.4123, 0.4288
1.1739, 0.6592, 2.4081, 0.4302
1.1708, 0.6634, 2.4534, 0.4267
1.1578, 0.6622, 2.4373, 0.4283
1.1564, 0.6655, 2.4072, 0.4333
1.1411, 0.6724, 2.4348, 0.4288
1.1226, 0.6714, 2.4252, 0.4292
1.1200, 0.6735, 2.4289, 0.4283
1.1167, 0.6744, 2.4509, 0.4281
1.1097, 0.6775, 2.4379, 0.4304
1.1072, 0.6791, 2.4574, 0.4269
1.0985, 0.6824, 2.4386, 0.4302
1.0747, 0.6798, 2.4224, 0.4304
1.0543, 0.6902, 2.4502, 0.4314
1.0612, 0.6923, 2.4432, 0.4315
1.0623, 0.6917, 2.4287, 0.4310
1.0375, 0.6985, 2.4623, 0.4314
1.0413, 0.6910, 2.4578, 0.4341
1.0249, 0.6992, 2.4697, 0.4288
1.0071, 0.7067, 2.4809, 0.4256
0.9932, 0.7083, 2.4553, 0.4306
0.9940, 0.7082, 2.5134, 0.4244
0.9961, 0.7057, 2.4818, 0.4315
0.9802, 0.7103, 2.4689, 0.4337
0.9633, 0.7132, 2.5196, 0.4314
0.9561, 0.7195, 2.5238, 0.4296
0.9703, 0.7146, 2.5019, 0.4288
0.9414, 0.7241, 2.5182, 0.4327
0.9506, 0.7172, 2.5275, 0.4287
