4.9580, 0.0104, 4.7830, 0.0121
4.7827, 0.0124, 4.7795, 0.0123
4.7785, 0.0140, 4.7766, 0.0125
4.7427, 0.0156, 4.6870, 0.0201
4.6396, 0.0206, 4.6252, 0.0222
4.5751, 0.0270, 4.5516, 0.0347
4.5306, 0.0315, 4.6113, 0.0253
4.4813, 0.0319, 4.5196, 0.0355
4.4166, 0.0412, 4.4358, 0.0432
4.3397, 0.0492, 4.4281, 0.0472
4.2790, 0.0572, 4.3260, 0.0669
4.2213, 0.0617, 4.2981, 0.0650
4.1673, 0.0702, 4.2629, 0.0737
4.1254, 0.0780, 4.2345, 0.0715
4.0814, 0.0842, 4.1728, 0.0848
4.0527, 0.0885, 4.0879, 0.0981
4.0178, 0.0915, 4.1655, 0.0793
3.9851, 0.0920, 4.1146, 0.0901
3.9534, 0.0986, 4.1324, 0.0918
3.9181, 0.1042, 4.0539, 0.1035
3.8969, 0.1098, 4.1495, 0.0893
3.8590, 0.1115, 3.9890, 0.1130
3.8329, 0.1221, 4.0310, 0.0927
3.8231, 0.1186, 3.9349, 0.1205
3.7945, 0.1244, 3.9703, 0.1145
3.7543, 0.1254, 3.9438, 0.1273
3.7422, 0.1317, 3.9777, 0.1188
3.7275, 0.1333, 3.8805, 0.1321
3.6915, 0.1352, 3.8981, 0.1250
3.6722, 0.1415, 3.8464, 0.1350
3.6675, 0.1439, 3.8339, 0.1344
3.6275, 0.1464, 3.8848, 0.1263
3.6196, 0.1489, 3.8874, 0.1236
3.6181, 0.1511, 3.7656, 0.1487
3.5829, 0.1554, 3.7914, 0.1454
3.5744, 0.1575, 3.7688, 0.1446
3.5497, 0.1578, 3.8424, 0.1311
3.5231, 0.1632, 3.8205, 0.1371
3.5180, 0.1643, 3.8076, 0.1458
3.4981, 0.1703, 3.7284, 0.1550
3.4728, 0.1742, 3.7599, 0.1550
3.4655, 0.1741, 3.7881, 0.1475
3.4640, 0.1736, 3.7598, 0.1510
3.4484, 0.1820, 3.7667, 0.1483
