4.9913, 0.0096, 4.7834, 0.0120
4.7837, 0.0118, 4.7794, 0.0129
4.7671, 0.0158, 4.7371, 0.0185
4.6888, 0.0183, 4.6455, 0.0237
4.6041, 0.0240, 4.5486, 0.0293
4.5455, 0.0287, 4.4611, 0.0428
4.4646, 0.0368, 4.4316, 0.0428
4.3659, 0.0444, 4.3006, 0.0617
4.2945, 0.0571, 4.2251, 0.0715
4.2203, 0.0632, 4.1821, 0.0692
4.1516, 0.0716, 4.1752, 0.0733
4.0939, 0.0778, 4.0345, 0.1008
4.0418, 0.0854, 4.0258, 0.1037
3.9922, 0.0951, 3.9518, 0.1103
3.9559, 0.0984, 3.8843, 0.1155
3.9102, 0.1068, 3.8881, 0.1157
3.8681, 0.1107, 3.8341, 0.1226
3.8241, 0.1166, 3.7773, 0.1361
3.7986, 0.1224, 3.8200, 0.1284
3.7621, 0.1237, 3.7682, 0.1379
3.7293, 0.1308, 3.7604, 0.1425
3.6894, 0.1369, 3.7066, 0.1502
3.6467, 0.1432, 3.6308, 0.1531
3.6274, 0.1458, 3.6822, 0.1518
3.5903, 0.1532, 3.6599, 0.1541
3.5685, 0.1610, 3.6039, 0.1604
3.5406, 0.1585, 3.6044, 0.1641
3.5057, 0.1706, 3.5619, 0.1660
3.4717, 0.1705, 3.5649, 0.1724
3.4667, 0.1738, 3.5408, 0.1708
3.4272, 0.1795, 3.5312, 0.1732
3.4016, 0.1844, 3.5047, 0.1818
3.3935, 0.1879, 3.5069, 0.1780
3.3429, 0.1933, 3.4902, 0.1803
3.3371, 0.1940, 3.4694, 0.1851
3.3247, 0.1984, 3.4459, 0.1895
3.3008, 0.1998, 3.4697, 0.1861
3.2758, 0.2040, 3.4486, 0.1861
3.2580, 0.2077, 3.4340, 0.1828
3.2362, 0.2140, 3.3969, 0.1948
3.2086, 0.2111, 3.4007, 0.1975
3.1937, 0.2177, 3.4684, 0.1890
3.1770, 0.2204, 3.4432, 0.1882
3.1627, 0.2222, 3.4061, 0.1951
3.1435, 0.2295, 3.4117, 0.1938
3.1259, 0.2288, 3.3897, 0.1971
3.1252, 0.2329, 3.3821, 0.2005
3.1014, 0.2383, 3.3739, 0.1976
3.0881, 0.2398, 3.3802, 0.2021
3.0628, 0.2413, 3.4173, 0.1942
3.0419, 0.2493, 3.3812, 0.1963
3.0307, 0.2496, 3.3518, 0.1965
3.0232, 0.2578, 3.3848, 0.1975
3.0004, 0.2563, 3.3309, 0.1984
