4.9302, 0.0099, 4.7821, 0.0121
4.7836, 0.0119, 4.7798, 0.0121
4.7818, 0.0110, 4.7761, 0.0147
4.7762, 0.0127, 4.7669, 0.0145
4.7196, 0.0158, 4.6511, 0.0201
4.6384, 0.0197, 4.6306, 0.0260
4.5992, 0.0223, 4.5442, 0.0270
4.5446, 0.0290, 4.4407, 0.0357
4.4770, 0.0329, 4.3578, 0.0372
4.4299, 0.0349, 4.3316, 0.0465
4.3966, 0.0373, 4.2901, 0.0511
4.3663, 0.0415, 4.2357, 0.0604
4.3187, 0.0479, 4.1686, 0.0619
4.2918, 0.0489, 4.1887, 0.0621
4.2572, 0.0545, 4.1395, 0.0642
4.2360, 0.0547, 4.1315, 0.0667
4.2110, 0.0552, 4.1290, 0.0631
4.1994, 0.0594, 4.0937, 0.0675
4.1793, 0.0624, 4.0512, 0.0785
4.1586, 0.0641, 4.0919, 0.0700
4.1381, 0.0644, 4.0131, 0.0769
4.1185, 0.0657, 3.9866, 0.0823
4.1071, 0.0696, 4.0031, 0.0779
4.1046, 0.0698, 4.0095, 0.0779
4.0767, 0.0722, 4.0437, 0.0760
4.0760, 0.0742, 4.0133, 0.0764
4.0596, 0.0726, 3.9655, 0.0881
4.0393, 0.0761, 4.0273, 0.0764
4.0319, 0.0754, 4.0311, 0.0688
4.0280, 0.0815, 3.9860, 0.0791
4.0192, 0.0828, 3.9947, 0.0781
4.0106, 0.0799, 4.0275, 0.0713
4.0019, 0.0840, 4.0010, 0.0821
3.9924, 0.0849, 3.9732, 0.0841
3.9796, 0.0845, 3.9079, 0.0845
3.9708, 0.0837, 3.9367, 0.0854
3.9688, 0.0846, 3.9838, 0.0804
3.9640, 0.0852, 3.9128, 0.0901
3.9431, 0.0865, 3.8925, 0.0906
3.9528, 0.0874, 3.9290, 0.0885
3.9440, 0.0927, 3.8943, 0.0893
3.9334, 0.0917, 3.8945, 0.0906
3.9257, 0.0953, 3.9148, 0.0879
3.9271, 0.0939, 3.8969, 0.0929
3.9239, 0.0944, 3.8925, 0.0897
3.9152, 0.0946, 3.8376, 0.1012
3.9044, 0.0929, 3.9183, 0.0918
3.9064, 0.0957, 3.8877, 0.0943
3.9011, 0.0983, 3.8741, 0.0947
3.8971, 0.0934, 3.8221, 0.1022
3.8822, 0.0973, 3.8205, 0.1030
3.8775, 0.0987, 3.8431, 0.0978
3.8820, 0.0998, 3.8756, 0.0997
3.8789, 0.0991, 3.9283, 0.0927
3.8690, 0.1009, 3.8111, 0.1034
3.8810, 0.1024, 3.8007, 0.0999
